iter	Passed	Remaining
1659	301170	61685
1660	301358	61505
1661	301542	61324
1662	301717	61141
1663	301906	60961
1664	302093	60781
1665	302284	60602
1666	302461	60419
1667	302637	60237
1668	302812	60054
1669	303002	59874
1670	303198	59696
1671	303387	59516
1672	303556	59332
1673	303733	59150
1674	303918	58969
1675	304104	58788
1676	304285	58607
1677	304472	58426
1678	304658	58246
1679	304868	58070
1680	305048	57888
1681	305231	57707
1682	305450	57532
1683	305650	57354
1684	305848	57176
1685	306048	56998
1686	306241	56818
1687	306421	56637
1688	306623	56459
1689	306806	56278
1690	307005	56099
1691	307217	55923
1692	307378	55738
1693	307568	55558
1694	307756	55377
1695	307929	55194
1696	308108	55012
1697	308326	54837
1698	308488	54652
1699	308656	54468
1700	308844	54288
1701	309024	54106
1702	309213	53926
1703	309406	53746
1704	309590	53565
1705	309786	53386
1706	309977	53206
1707	310175	53027
1708	310373	52848
1709	310571	52670
1710	310744	52486
1711	310961	52311
1712	311148	52130
1713	311322	51947
1714	311521	51768
1715	311725	51590
1716	311873	51403
1717	312073	51225
1718	312270	51045
1719	312449	50863
1720	312678	50689
1721	312862	50508
1722	313054	50328
1723	313233	50146
1724	313414	49964
1725	313594	49782
1726	313788	49602
1727	313982	49423
1728	314194	49246
1729	314399	49068
1730	314607	48890
1731	314808	48711
1732	314991	48530
1733	315180	48349
1734	315360	48167
1735	315542	47985
1736	315732	47805
1737	315925	47625
1738	316105	47443
1739	316294	47262
1740	316472	47080
1741	316664	46899
1742	316852	46718
1743	317040	46538
1744	317212	46354
1745	317400	46173
1746	317601	45994
1747	317790	45814
1748	317971	45632
1749	318151	45450
1750	318326	45267
1751	318497	45084
1752	318675	44901
1753	318854	44719
1754	319019	44535
1755	319200	44353
1756	319393	44173
1757	319572	43991
1758	319754	43809
1759	319927	43626
1760	320108	43444
1761	320289	43262
1762	320474	43081
1763	320647	42898
1764	320814	42714
1765	320988	42531
1766	321162	42349
1767	321334	42166
1768	321507	41983
1769	321677	41799
1770	321853	41617
1771	322028	41434
1772	322216	41253
1773	322385	41070
1774	322566	40888
1775	322748	40706
1776	322940	40526
1777	323113	40343
1778	323295	40162
1779	323462	39978
1780	323629	39794
1781	323808	39612
1782	323975	39429
1783	324147	39246
1784	324319	39063
1785	324501	38882
1786	324693	38701
1787	324859	38518
1788	325038	38335
1789	325203	38152
1790	325384	37970
1791	325565	37788
1792	325748	37607
1793	325925	37425
1794	326111	37243
1795	326301	37063
1796	326482	36881
1797	326667	36700
1798	326850	36518
1799	327045	36338
1800	327262	36160
1801	327424	35976
1802	327608	35795
1803	327779	35612
1804	327956	35430
1805	328138	35248
1806	328320	35066
1807	328490	34883
1808	328663	34701
1809	328836	34518
1810	329021	34337
1811	329198	34155
1812	329378	33973
1813	329557	33791
1814	329727	33608
1815	329901	33426
1816	330065	33242
1817	330249	33061
1818	330439	32880
1819	330604	32697
1820	330782	32515
1821	330957	32332
1822	331134	32150
1823	331300	31967
1824	331510	31788
1825	331689	31606
1826	331871	31425
1827	332043	31242
1828	332220	31060
1829	332389	30877
1830	332566	30695
1831	332735	30512
1832	332914	30330
1833	333095	30149
1834	333275	29967
1835	333439	29784
1836	333614	29602
1837	333782	29419
1838	333959	29237
1839	334141	29055
1840	334333	28875
1841	334531	28694
1842	334714	28513
1843	334888	28331
1844	335075	28149
1845	335268	27969
1846	335462	27788
1847	335641	27606
1848	335844	27427
1849	336067	27248
1850	336248	27066
1851	336424	26884
1852	336614	26703
1853	336801	26522
1854	336996	26342
1855	337200	26162
1856	337384	25980
1857	337579	25799
1858	337761	25618
1859	337943	25436
1860	338112	25253
1861	338289	25071
1862	338461	24889
1863	338647	24708
1864	338830	24526
1865	339016	24345
1866	339207	24164
1867	339385	23982
1868	339567	23800
1869	339747	23618
1870	339960	23439
1871	340131	23256
1872	340311	23075
1873	340492	22893
1874	340676	22711
1875	340843	22529
1876	341019	22347
1877	341203	22165
1878	341373	21983
1879	341556	21801
1880	341732	21619
1881	341941	21439
1882	342114	21257
1883	342298	21075
1884	342477	20893
1885	342655	20711
1886	342836	20530
1887	343004	20347
1888	343189	20166
1889	343366	19984
1890	343543	19802
1891	343723	19620
1892	343899	19438
1893	344083	19257
1894	344255	19074
1895	344438	18893
1896	344602	18710
1897	344785	18529
1898	344965	18347
1899	345142	18165
1900	345329	17984
1901	345515	17802
1902	345693	17620
1903	345887	17439
1904	346081	17258
1905	346261	17076
1906	346444	16895
1907	346615	16713
1908	346804	16531
1909	346983	16350
1910	347166	16168
1911	347340	15986
1912	347519	15804
1913	347694	15622
1914	347873	15440
1915	348058	15259
1916	348235	15077
1917	348414	14895
1918	348616	14714
1919	348789	14532
1920	348969	14351
1921	349141	14169
1922	349324	13987
1923	349485	13805
1924	349663	13623
1925	349832	13441
1926	350025	13259
1927	350204	13078
1928	350411	12897
1929	350599	12716
1930	350789	12534
1931	350957	12352
1932	351141	12170
1933	351323	11989
1934	351483	11806
1935	351667	11625
1936	351847	11443
1937	352016	11261
1938	352184	11079
1939	352367	10897
1940	352553	10716
1941	352736	10534
1942	352908	10352
1943	353099	10171
1944	353268	9989
1945	353449	9807
1946	353637	9626
1947	353826	9445
1948	353996	9263
1949	354185	9081
1950	354374	8900
1951	354544	8718
1952	354732	8536
1953	354922	8355
1954	355097	8173
1955	355268	7991
1956	355445	7809
1957	355631	7628
1958	355813	7446
1959	356039	7266
1960	356230	7084
1961	356409	6902
1962	356603	6721
1963	356793	6540
1964	356982	6358
1965	357168	6176
1966	357359	5995
1967	357556	5813
1968	357736	5632
1969	357917	5450
1970	358088	5268
1971	358272	5087
1972	358458	4905
1973	358634	4723
1974	358816	4541
1975	359003	4360
1976	359189	4178
1977	359376	3997
1978	359578	3815
1979	359762	3633
1980	359938	3452
1981	360122	3270
1982	360308	3088
1983	360500	2907
1984	360673	2725
1985	360877	2543
1986	361082	2362
1987	361250	2180
1988	361445	1998
1989	361620	1817
1990	361809	1635
1991	361982	1453
1992	362161	1272
1993	362332	1090
1994	362512	908
1995	362692	726
1996	362881	545
1997	363064	363
1998	363234	181
1999	363440	0
