iter	RMSE
575	79426.34934
576	79425.29807
577	79424.39519
578	79423.7267
579	79423.58544
580	79421.07198
581	79417.6412
582	79417.02759
583	79415.45389
584	79414.28353
585	79413.45921
586	79413.40772
587	79410.63867
588	79409.91564
589	79408.55195
590	79408.53814
591	79408.43225
592	79406.74444
593	79405.38608
594	79405.37831
595	79404.76307
596	79402.20045
597	79400.15722
598	79400.10494
599	79398.83261
600	79398.79761
601	79397.17507
602	79393.80015
603	79391.25758
604	79388.96458
605	79388.41031
606	79387.38286
607	79386.63621
608	79384.69707
609	79383.14265
610	79382.54784
611	79380.82589
612	79380.30925
613	79380.21986
614	79380.20349
615	79378.67495
616	79378.62103
617	79378.31633
618	79377.42082
619	79376.68421
620	79376.63393
621	79375.61871
622	79375.41749
623	79374.09452
624	79374.07934
625	79372.9854
626	79371.28653
627	79370.93697
628	79370.68224
629	79370.21003
630	79369.21602
631	79369.14019
632	79368.71474
633	79368.69595
634	79367.94204
635	79366.54881
636	79366.03744
637	79365.01774
638	79363.40736
639	79363.1725
640	79361.91856
641	79361.10942
642	79360.05083
643	79359.80289
644	79359.01543
645	79357.50742
646	79354.32598
647	79352.9195
648	79352.80593
649	79352.73471
650	79348.25337
651	79344.92182
652	79344.90622
653	79344.82268
654	79343.61952
655	79342.94969
656	79341.63067
657	79341.14182
658	79340.03114
659	79337.84725
660	79335.98919
661	79335.51799
662	79335.44037
663	79334.51913
664	79334.26629
665	79333.70285
666	79333.24845
667	79332.6267
668	79332.40201
669	79329.4298
670	79328.69682
671	79328.3906
672	79326.31383
673	79323.73334
674	79322.97076
675	79322.89179
676	79321.17659
677	79317.37958
678	79316.26183
679	79311.62552
680	79311.61838
681	79311.30483
682	79310.80821
683	79308.8568
684	79307.68892
685	79306.9812
686	79305.60148
687	79304.65793
688	79302.49122
689	79302.21918
690	79300.32824
691	79299.51229
692	79296.47166
693	79293.39127
694	79291.90615
695	79289.85078
696	79288.37055
697	79286.93323
698	79284.39094
699	79282.7354
700	79281.40863
701	79278.38258
702	79276.53529
703	79276.22202
704	79275.00752
705	79273.79334
706	79272.24309
707	79270.85152
708	79269.2244
709	79268.27087
710	79266.43854
711	79266.36701
712	79265.47595
713	79263.46957
714	79262.80514
715	79261.76152
716	79260.00262
717	79259.49192
718	79257.68894
719	79254.61693
720	79254.00334
721	79253.78285
722	79252.32978
723	79250.34389
724	79250.17899
725	79249.71176
726	79248.72224
727	79245.11184
728	79243.16175
729	79242.81192
730	79240.368
731	79239.85524
732	79238.19729
733	79237.92345
734	79237.01543
735	79233.48259
736	79232.7312
737	79231.44826
738	79230.85295
739	79228.86668
740	79228.03887
741	79228.02951
742	79227.92039
743	79226.29069
744	79223.64886
745	79220.43582
746	79218.25678
747	79214.9299
748	79212.80931
749	79211.14312
750	79210.20907
751	79209.69622
752	79208.68382
753	79208.26686
754	79207.64746
755	79204.74516
756	79202.82725
757	79201.94564
758	79201.54081
759	79199.49306
760	79198.67937
761	79197.01215
762	79195.39048
763	79194.00905
764	79193.55069
765	79192.99227
766	79192.33511
767	79191.33639
768	79190.73802
769	79189.49105
770	79187.10206
771	79184.39358
772	79182.31412
773	79179.71114
774	79179.37613
775	79179.21636
776	79176.9135
777	79176.4481
778	79175.80678
779	79174.20236
780	79172.731
781	79172.21085
782	79171.57779
783	79170.70552
784	79170.60437
785	79169.07112
786	79169.047
787	79168.80357
788	79166.47199
789	79166.15695
790	79165.24378
791	79163.711
792	79162.93873
793	79161.65165
794	79161.36452
795	79158.49638
796	79158.10173
797	79155.82142
798	79155.81373
799	79154.64031
800	79153.66094
801	79152.67548
802	79152.07151
803	79150.64473
804	79149.31646
805	79147.3372
806	79145.81367
807	79145.37581
808	79143.93837
809	79141.13581
810	79137.83126
811	79134.05498
812	79133.26274
813	79133.25675
814	79133.22192
815	79132.72633
816	79130.89784
817	79129.5127
818	79128.86288
819	79127.51344
820	79126.05237
821	79124.4238
822	79122.1132
823	79120.62798
824	79116.88621
825	79116.8303
826	79115.41833
827	79113.9616
828	79113.18183
829	79112.11855
830	79112.04043
831	79110.64115
832	79107.1445
833	79106.10184
834	79105.70372
835	79104.62806
836	79104.22262
837	79100.1443
838	79098.65011
839	79097.06189
840	79096.01998
841	79093.15861
842	79092.66792
843	79091.75588
844	79091.06785
845	79091.06061
846	79090.51213
847	79090.50531
848	79088.44566
849	79084.8004
850	79084.23985
851	79082.52912
852	79081.87998
853	79081.56194
854	79081.07419
855	79077.44227
856	79074.02271
857	79073.45395
858	79072.70614
859	79071.69252
860	79071.21413
861	79070.80304
862	79068.92825
863	79067.50562
864	79065.59823
865	79064.58975
866	79063.98566
867	79061.80014
868	79058.14059
869	79057.74257
870	79056.76598
871	79053.45942
872	79051.26197
873	79050.87516
874	79050.56689
875	79050.49343
876	79048.87799
877	79048.21222
878	79047.44764
879	79046.49913
880	79044.55763
881	79043.2701
882	79042.90836
883	79041.30594
884	79039.60482
885	79037.3991
886	79034.76433
887	79032.97787
888	79031.74271
889	79030.77718
890	79027.98557
891	79027.7551
892	79025.92506
893	79024.57755
894	79023.81536
895	79021.69086
896	79020.98311
897	79020.73769
898	79019.39836
899	79019.04434
900	79017.749
901	79016.10243
902	79015.78313
903	79015.09645
904	79011.5515
905	79011.41085
906	79011.36911
907	79010.81859
908	79010.78811
909	79008.2225
910	79004.10928
911	79003.86773
912	79003.0858
913	79002.6004
914	79001.44878
915	78998.24757
916	78997.35105
917	78996.65988
918	78995.27051
919	78994.71448
920	78990.29363
921	78988.09765
922	78987.84604
923	78987.2611
924	78985.44163
925	78984.6446
926	78984.28391
927	78983.77042
928	78982.81337
929	78980.59554
930	78980.00717
931	78979.67206
932	78977.96654
933	78977.50416
934	78975.61245
935	78975.22629
936	78972.53238
937	78971.84333
938	78971.14805
939	78970.93652
940	78968.92528
941	78968.63646
942	78967.47907
943	78966.63676
944	78965.92694
945	78964.74855
946	78962.7624
947	78961.45602
948	78961.09253
949	78958.2288
950	78955.10114
951	78955.00485
952	78954.34082
953	78953.8228
954	78953.71468
955	78951.07394
956	78948.57297
957	78946.33412
958	78945.94582
959	78945.44585
960	78945.11192
961	78944.49253
962	78944.23526
963	78944.11184
964	78943.80216
965	78942.61584
966	78942.22094
967	78939.04207
968	78937.12637
969	78935.94734
970	78934.49221
971	78931.14811
972	78930.57242
973	78928.8974
974	78925.91013
975	78925.78888
976	78925.17061
977	78925.00151
978	78924.84676
979	78923.85142
980	78922.19027
981	78920.67125
982	78920.01783
983	78919.85349
984	78919.51077
985	78917.17741
986	78916.29197
987	78913.66086
988	78912.27003
989	78910.03175
990	78908.78583
991	78908.47239
992	78908.28501
993	78907.57506
994	78905.43694
995	78904.0484
996	78903.52841
997	78902.82368
998	78901.2885
999	78899.87432
1000	78899.0436
1001	78898.81837
1002	78896.16259
1003	78894.22604
1004	78893.8772
1005	78893.39137
1006	78893.26939
1007	78890.99176
1008	78889.60529
1009	78889.58225
1010	78888.6043
1011	78888.25811
1012	78886.28052
1013	78884.66594
1014	78882.97687
1015	78881.21459
1016	78880.24652
1017	78880.14677
1018	78879.79845
1019	78876.91902
1020	78875.54366
1021	78873.01757
1022	78872.56917
1023	78872.4389
1024	78871.4622
1025	78871.40623
1026	78866.6248
1027	78862.86528
1028	78861.60962
1029	78861.2671
1030	78860.05495
1031	78858.4299
1032	78856.38794
1033	78855.43448
1034	78854.42339
1035	78852.72181
1036	78850.59507
1037	78850.27744
1038	78849.5627
1039	78847.04743
1040	78846.34451
1041	78845.44348
1042	78844.09346
1043	78842.56923
1044	78841.39294
1045	78841.18151
1046	78839.70201
1047	78837.60373
1048	78836.60466
1049	78836.36723
1050	78835.26154
1051	78833.10542
1052	78830.85929
1053	78829.76162
1054	78829.56699
1055	78829.30557
1056	78829.21181
1057	78828.07439
1058	78827.81845
1059	78827.62162
1060	78827.00863
1061	78826.07223
1062	78824.93022
1063	78824.12134
1064	78822.33921
1065	78819.34755
1066	78816.8725
1067	78816.159
1068	78814.65114
1069	78814.45569
1070	78813.30053
1071	78810.65819
1072	78809.21005
1073	78806.12443
1074	78804.70778
1075	78803.19202
1076	78800.87299
1077	78799.61202
1078	78797.93375
1079	78796.91479
1080	78791.97811
1081	78791.68216
1082	78790.65047
1083	78789.13163
1084	78788.71884
1085	78787.71057
1086	78786.40474
1087	78785.47037
1088	78783.68042
1089	78781.47955
1090	78778.62968
1091	78776.45112
1092	78775.83418
1093	78775.6245
1094	78774.03761
1095	78773.95175
1096	78773.70304
1097	78771.69945
1098	78770.75061
1099	78770.4394
1100	78770.29884
1101	78770.10358
1102	78767.5271
1103	78766.63138
1104	78765.91372
1105	78765.67467
1106	78764.19211
1107	78763.73878
1108	78762.08515
1109	78761.90689
1110	78761.48893
1111	78760.03439
1112	78757.96779
1113	78755.04676
1114	78753.64003
1115	78751.21968
1116	78749.72246
1117	78749.59993
1118	78746.58718
1119	78742.29068
1120	78741.21415
1121	78738.29644
1122	78737.49643
1123	78736.99591
1124	78736.37723
1125	78733.60343
1126	78732.77513
1127	78731.34986
1128	78731.05208
1129	78726.46086
1130	78725.9431
1131	78725.80542
1132	78725.25422
1133	78725.23262
1134	78720.53696
1135	78718.68561
1136	78715.99378
1137	78714.55318
1138	78711.45381
1139	78710.22902
1140	78708.42232
1141	78707.6117
1142	78706.57199
1143	78706.46056
1144	78706.08278
1145	78703.00485
1146	78702.33105
1147	78701.34703
1148	78700.57757
1149	78697.48751
1150	78696.46269
1151	78694.81726
1152	78694.13247
1153	78693.76653
1154	78693.04922
1155	78692.6774
1156	78690.11158
1157	78689.76259
1158	78688.38658
1159	78688.29432
1160	78687.61073
1161	78687.30151
1162	78686.60173
1163	78685.01483
1164	78680.64669
1165	78679.65148
1166	78678.61365
1167	78678.06705
1168	78676.60995
1169	78674.93362
1170	78674.76363
1171	78673.06632
1172	78670.49164
1173	78667.91471
1174	78667.75997
1175	78667.30824
1176	78667.22987
1177	78664.58803
1178	78661.65963
1179	78660.07689
1180	78659.85492
1181	78659.36166
1182	78657.92985
1183	78657.13781
1184	78656.99096
1185	78654.9317
1186	78654.4178
1187	78653.82232
1188	78652.46303
1189	78652.2447
1190	78652.0959
1191	78651.82684
1192	78650.6829
1193	78649.76667
1194	78649.22255
1195	78646.09214
1196	78646.00696
1197	78644.90739
1198	78643.9502
1199	78642.74997
1200	78639.98786
1201	78638.12762
1202	78637.99826
1203	78636.06794
1204	78635.99245
1205	78633.34607
1206	78631.64564
1207	78629.96486
1208	78626.23752
1209	78624.66347
1210	78623.54767
1211	78621.07864
1212	78620.95634
1213	78620.42738
1214	78619.5995
1215	78619.3684
1216	78616.63764
1217	78615.32734
1218	78615.18067
1219	78613.22735
1220	78612.39856
1221	78610.99056
1222	78608.91901
1223	78608.19004
1224	78607.80161
1225	78607.59646
1226	78606.58547
1227	78604.04591
1228	78603.35257
1229	78601.6251
1230	78599.52455
1231	78597.46199
1232	78596.56594
1233	78595.82896
1234	78592.78372
1235	78590.89832
1236	78586.21368
1237	78585.70897
1238	78583.28675
1239	78582.61865
1240	78579.97257
1241	78578.38882
1242	78578.27275
1243	78576.24919
1244	78573.9863
1245	78573.32518
1246	78572.75926
1247	78572.3334
1248	78572.00509
1249	78571.99774
1250	78571.28447
1251	78568.98581
1252	78568.95252
1253	78566.03056
1254	78564.92421
1255	78564.73223
1256	78560.13678
1257	78559.84198
1258	78557.77903
1259	78557.44533
1260	78556.22296
1261	78555.59367
1262	78553.59017
1263	78552.54901
1264	78550.76317
1265	78548.92687
1266	78548.68997
1267	78544.47742
1268	78542.58899
1269	78538.29772
1270	78537.454
1271	78536.73399
1272	78536.55454
1273	78536.47993
1274	78535.49412
1275	78534.46927
1276	78534.33523
1277	78532.48398
1278	78531.10611
1279	78528.26006
1280	78527.96134
1281	78527.2669
1282	78525.95339
1283	78524.54719
1284	78522.63812
1285	78519.92699
1286	78519.59749
1287	78518.50585
1288	78517.20659
1289	78515.91165
1290	78514.66919
1291	78514.00007
1292	78513.222
1293	78512.70069
1294	78511.43875
1295	78510.36247
1296	78509.88572
1297	78509.08707
1298	78508.51452
1299	78507.72394
1300	78506.47693
1301	78505.76951
1302	78505.17259
1303	78501.1735
1304	78497.61088
1305	78495.79374
1306	78495.67924
1307	78493.56744
1308	78491.85051
1309	78489.58523
1310	78485.32239
1311	78482.80008
1312	78482.25772
1313	78482.25513
1314	78481.97381
1315	78481.54155
1316	78481.2727
1317	78479.37114
1318	78478.53244
1319	78477.91658
1320	78477.23065
1321	78475.26266
1322	78472.73712
1323	78471.80348
1324	78470.61022
1325	78469.09088
1326	78468.29731
1327	78466.54261
1328	78465.34274
1329	78462.95291
1330	78462.47388
1331	78461.15528
1332	78460.27453
1333	78459.59594
1334	78458.85462
1335	78458.10728
1336	78456.05025
1337	78455.80875
1338	78454.64176
1339	78454.58544
1340	78454.35589
1341	78454.0872
1342	78452.90987
1343	78451.16628
1344	78449.70058
1345	78447.97632
1346	78447.06383
1347	78446.37631
1348	78446.21906
1349	78445.05286
1350	78441.85468
1351	78441.23401
1352	78439.72942
1353	78438.44005
1354	78437.57976
1355	78437.44681
1356	78436.6876
1357	78436.56849
1358	78436.34022
1359	78436.01862
1360	78435.81212
1361	78434.51838
1362	78432.27154
1363	78431.17698
1364	78427.0265
1365	78426.41306
1366	78426.14826
1367	78425.39201
1368	78425.17088
1369	78424.32333
1370	78423.38509
1371	78422.03046
1372	78420.01709
1373	78417.38173
1374	78416.8337
1375	78415.94467
1376	78415.67931
1377	78413.14609
1378	78412.51487
1379	78409.50074
1380	78407.94511
1381	78404.23661
1382	78401.32562
1383	78399.36938
1384	78398.13529
1385	78397.07032
1386	78395.99438
1387	78394.02407
1388	78392.36798
1389	78392.24483
1390	78390.59756
1391	78390.00105
1392	78389.64269
1393	78389.45716
1394	78388.89257
1395	78388.0753
1396	78386.17515
1397	78382.5341
1398	78382.14929
1399	78380.82688
1400	78379.80272
1401	78376.23994
1402	78374.95425
1403	78374.50071
1404	78373.64769
1405	78371.78455
1406	78370.91097
1407	78367.99386
1408	78365.06168
1409	78364.18927
1410	78363.83531
1411	78362.49268
1412	78361.52332
1413	78361.00918
1414	78359.76059
1415	78358.51321
1416	78357.63079
1417	78356.45053
1418	78355.34101
1419	78354.7238
1420	78353.63438
1421	78352.95743
1422	78351.64148
1423	78350.64838
1424	78350.33551
1425	78348.63206
1426	78348.21684
1427	78345.67056
1428	78343.67032
1429	78343.4321
1430	78340.43696
1431	78339.18088
1432	78337.04053
1433	78336.42557
1434	78336.22973
1435	78336.11068
1436	78335.99253
1437	78333.41037
1438	78333.15234
1439	78332.50544
1440	78331.25238
1441	78328.36315
1442	78326.9252
1443	78325.06641
1444	78324.97464
1445	78324.69048
1446	78323.13811
1447	78320.83321
1448	78320.64821
1449	78319.51652
1450	78317.86336
1451	78317.68962
1452	78317.44692
1453	78316.49341
1454	78312.23604
1455	78311.93831
1456	78311.26154
1457	78311.24836
1458	78310.97771
1459	78308.52607
1460	78307.32735
1461	78305.04706
1462	78304.62865
1463	78303.65423
1464	78301.30097
1465	78301.21846
1466	78300.70565
1467	78300.22625
1468	78297.49711
1469	78297.18408
1470	78296.02611
1471	78292.98895
1472	78292.10084
1473	78291.6907
1474	78289.65542
1475	78288.29491
1476	78286.41442
1477	78286.16211
1478	78285.27283
1479	78284.11862
1480	78282.95239
1481	78281.81484
1482	78281.73289
1483	78280.36705
1484	78279.61563
1485	78279.45525
1486	78278.95901
1487	78277.78097
1488	78277.48387
1489	78274.16658
1490	78272.85403
1491	78271.84705
1492	78269.06795
1493	78268.23881
1494	78267.32234
1495	78265.65921
1496	78263.56208
1497	78262.82152
1498	78262.06684
1499	78261.74761
1500	78259.84256
1501	78257.40649
1502	78257.09145
1503	78255.81785
1504	78254.5303
1505	78253.27536
1506	78252.75533
1507	78251.20503
1508	78250.66186
1509	78249.75276
1510	78249.5848
1511	78248.42816
1512	78248.16898
1513	78248.12015
1514	78246.98406
1515	78244.87451
1516	78243.94411
1517	78242.98415
1518	78239.14339
1519	78238.06923
1520	78235.59904
1521	78231.45541
1522	78229.93611
1523	78229.27356
1524	78227.90869
1525	78227.60296
1526	78226.58389
1527	78226.33831
1528	78224.15799
1529	78221.06792
1530	78219.82162
1531	78219.24718
1532	78219.05971
1533	78216.28165
1534	78216.08029
1535	78215.66016
1536	78215.54495
1537	78215.54396
1538	78213.6157
1539	78212.83797
1540	78210.63676
1541	78210.32697
1542	78210.01719
1543	78209.38035
1544	78207.84079
1545	78207.10872
1546	78206.99375
1547	78205.00888
1548	78204.01444
1549	78203.16385
1550	78203.10703
1551	78202.57242
1552	78199.32243
1553	78198.7707
1554	78194.45504
1555	78193.60275
1556	78192.12998
1557	78191.30353
1558	78189.22045
1559	78188.5166
1560	78188.1381
1561	78187.61565
1562	78187.54769
1563	78185.7494
1564	78184.95852
1565	78184.43288
1566	78183.17705
1567	78182.37643
1568	78182.25212
1569	78182.04147
1570	78181.62007
1571	78180.98771
1572	78180.64148
1573	78180.02267
1574	78179.31392
1575	78177.58442
1576	78175.84731
1577	78174.21686
1578	78173.22808
1579	78171.79317
1580	78171.73221
1581	78170.82694
1582	78167.22376
1583	78166.34371
1584	78163.69766
1585	78163.10596
1586	78161.97204
1587	78161.28873
1588	78160.91763
1589	78160.01978
1590	78158.58397
1591	78157.02898
1592	78156.49996
1593	78152.61687
1594	78149.39791
1595	78148.6782
1596	78145.703
1597	78144.14092
1598	78143.41171
1599	78142.44608
1600	78142.12606
1601	78141.8584
1602	78140.95786
1603	78140.44587
1604	78138.47754
1605	78136.74258
1606	78136.34863
1607	78135.36897
1608	78133.38608
1609	78131.41011
1610	78128.74889
1611	78128.40772
1612	78126.182
1613	78125.86917
1614	78124.21
1615	78123.00254
1616	78122.71621
1617	78120.82985
1618	78120.36701
1619	78118.53415
1620	78117.87364
1621	78117.23434
1622	78114.80004
1623	78114.41239
1624	78114.11345
1625	78113.56071
1626	78113.05278
1627	78111.34881
1628	78111.1137
1629	78110.4822
1630	78109.97623
1631	78109.51974
1632	78107.15248
1633	78106.28347
1634	78106.04319
1635	78105.71791
1636	78103.98698
1637	78103.50373
1638	78102.28267
1639	78102.06266
1640	78101.37415
1641	78100.27893
1642	78098.39803
1643	78098.01484
1644	78097.41806
1645	78095.91228
1646	78094.17808
1647	78092.32947
1648	78090.77489
1649	78089.98914
1650	78088.38673
1651	78086.52258
1652	78084.40866
1653	78084.25004
1654	78082.83666
1655	78081.4583
1656	78080.03742
1657	78075.90609
1658	78075.83167
1659	78075.3572
1660	78071.98832
1661	78070.47636
1662	78068.83197
1663	78068.01964
1664	78064.06929
1665	78063.74077
